,name,agent,lr_a_high,lr_c_high,sac_model,task_train,discount_factor,discount_factor_model,idhp_nmae,_timestamp,nmae_improvement,_step,_wandb,_runtime,sac_nmae
99,dry-sweep-101,IDHPDSAC,1e-05,1e-05,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,720.5269065233803,1685807416.7797709,-714.4826334854746,0,{'runtime': 5},5.705545902252197,6.044273037905692
100,deep-sweep-100,IDHPDSAC,0.8,0.1,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,15.3853491638556,1685807401.710268,10.439457204255271,0,{'runtime': 5},5.585081100463867,25.82480636811087
101,valiant-sweep-99,IDHPDSAC,0.01,0.6,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,7.015123879837002,1685807385.617623,18.67326038330275,0,{'runtime': 5},5.57217001914978,25.688384263139756
102,effortless-sweep-98,IDHPDSAC,0.8,0.4,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685807371.15473,-9999999993.955729,0,{'runtime': 1},1.4995331764221191,6.044273037905692
103,rural-sweep-97,IDHPDSAC,0.001,5e-05,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,25.2256682224972,1685807359.284868,0.4627160406425581,0,{'runtime': 5},5.6009790897369385,25.688384263139756
104,sweet-sweep-96,IDHPDSAC,0.001,0.5,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685807343.903063,-9999999993.955729,0,{'runtime': 0},1.347856044769287,6.044273037905692
105,worldly-sweep-95,IDHPDSAC,1e-05,0.005,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,139.54377277386484,1685807332.748019,-133.49949973595915,0,{'runtime': 4},5.110018968582153,6.044273037905692
106,cosmic-sweep-94,IDHPDSAC,0.5,0.2,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685807320.619444,-9999999974.175194,0,{'runtime': 3},3.792868852615357,25.82480636811087
107,fine-sweep-93,IDHPDSAC,1e-05,0.7,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685807307.0973902,-9999999993.955729,0,{'runtime': 0},1.3764901161193848,6.044273037905692
108,giddy-sweep-92,IDHPDSAC,0.1,0.6,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,4.726890775074102,1685807295.1439822,20.961493488065656,0,{'runtime': 4},5.244749069213867,25.688384263139756
109,fragrant-sweep-91,IDHPDSAC,0.001,0.05,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,19.839475241535464,1685807279.219756,5.985331126575407,0,{'runtime': 4},5.276471138000488,25.82480636811087
110,kind-sweep-90,IDHPDSAC,0.4,5e-05,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,12.716598463496714,1685807264.497424,-6.672325425591022,0,{'runtime': 4},5.471275806427002,6.044273037905692
111,tough-sweep-89,IDHPDSAC,0.9,0.005,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,3.3086193972578033,1685807248.420635,22.516186970853067,0,{'runtime': 4},5.562716007232666,25.82480636811087
112,laced-sweep-88,IDHPDSAC,0.005,0.9,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685807233.955911,-9999999974.175194,0,{'runtime': 1},1.6005818843841553,25.82480636811087
113,atomic-sweep-87,IDHPDSAC,0.9,0.7,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685807223.287462,-9999999993.955729,0,{'runtime': 0},1.3296160697937012,6.044273037905692
114,sunny-sweep-86,IDHPDSAC,1e-05,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,NaN,1685807214.693943,NaN,0,{'runtime': 3},3.83955192565918,25.82480636811087
115,frosty-sweep-85,IDHPDSAC,0.005,1e-05,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,22.45614590856087,1685807200.381322,3.3686604595499965,0,{'runtime': 4},5.366618871688843,25.82480636811087
116,rare-sweep-84,IDHPDSAC,5e-05,0.0005,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,35.29058046214412,1685807184.393876,-9.602196199004364,0,{'runtime': 4},5.263240098953247,25.688384263139756
117,smooth-sweep-83,IDHPDSAC,0.7,0.7,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685807170.262111,-9999999974.311617,0,{'runtime': 0},1.290125846862793,25.688384263139756
118,radiant-sweep-82,IDHPDSAC,0.0001,0.6,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685807160.08036,-9999999993.955729,0,{'runtime': 0},1.388131856918335,6.044273037905692
119,super-sweep-81,IDHPDSAC,0.2,0.6,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685807148.871737,-9999999974.311617,0,{'runtime': 0},1.391247034072876,25.688384263139756
120,silvery-sweep-80,IDHPDSAC,0.01,0.5,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,6.401627926703557,1685807137.797834,19.423178441407313,0,{'runtime': 4},5.2274370193481445,25.82480636811087
121,ethereal-sweep-79,IDHPDSAC,0.1,0.6,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685807122.643795,-9999999974.175194,0,{'runtime': 0},1.3144149780273438,25.82480636811087
122,rose-sweep-78,IDHPDSAC,0.4,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,4.330271890994896,1685807110.721697,21.494534477115973,0,{'runtime': 4},5.310726165771484,25.82480636811087
123,lucky-sweep-77,IDHPDSAC,0.0001,0.3,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685807097.583327,-9999999974.175194,0,{'runtime': 1},2.3882639408111572,25.82480636811087
124,playful-sweep-76,IDHPDSAC,0.01,0.0005,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,10.355662564378669,1685807084.644715,15.332721698761087,0,{'runtime': 4},5.275877952575684,25.688384263139756
125,cool-sweep-75,IDHPDSAC,0.6,0.8,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685807070.418922,-9999999974.311617,0,{'runtime': 0},1.1811540126800537,25.688384263139756
126,crimson-sweep-74,IDHPDSAC,0.6,0.0001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,4.329445312544971,1685807058.649715,21.4953610555659,0,{'runtime': 4},5.283565998077393,25.82480636811087
127,zesty-sweep-73,IDHPDSAC,0.01,0.2,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,10.05550953788699,1685807042.898205,-4.011236499981298,0,{'runtime': 4},5.350176095962524,6.044273037905692
128,solar-sweep-72,IDHPDSAC,0.7,0.01,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,18.278633630644205,1685807026.9490151,-12.234360592738511,0,{'runtime': 4},5.332407236099243,6.044273037905692
129,spring-sweep-71,IDHPDSAC,0.9,0.8,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685807012.663764,-9999999974.175194,0,{'runtime': 0},1.3065299987792969,25.82480636811087
130,icy-sweep-70,IDHPDSAC,0.7,0.2,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,5.860098858774233,1685807000.2818692,19.828285404365523,0,{'runtime': 4},5.029613256454468,25.688384263139756
131,dry-sweep-69,IDHPDSAC,0.0001,1e-05,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,34.64982379886404,1685806984.339893,-8.961439535724285,0,{'runtime': 4},5.138574123382568,25.688384263139756
132,eager-sweep-68,IDHPDSAC,0.4,0.5,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806970.351249,-9999999993.955729,0,{'runtime': 0},1.3600349426269531,6.044273037905692
133,gentle-sweep-67,IDHPDSAC,0.6,0.2,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,6.863622996015163,1685806959.023516,-0.8193499581094708,0,{'runtime': 4},5.145228862762451,6.044273037905692
134,divine-sweep-66,IDHPDSAC,0.0005,0.6,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806944.041514,-9999999993.955729,0,{'runtime': 0},1.5727589130401611,6.044273037905692
135,avid-sweep-65,IDHPDSAC,0.05,0.9,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,4.208139064256381,1685806932.46645,21.61666730385449,0,{'runtime': 4},5.156250953674316,25.82480636811087
136,good-sweep-64,IDHPDSAC,0.01,0.3,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,5.952347188928069,1685806917.351576,0.09192584897762313,0,{'runtime': 4},5.072461128234863,6.044273037905692
137,fresh-sweep-63,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,2.607708466803384,1685806904.195398,3.4365645711023083,0,{'runtime': 4},4.9687769412994385,6.044273037905692
138,glowing-sweep-62,IDHPDSAC,0.05,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,3.9467958425850935,1685806883.152509,21.741588420554663,0,{'runtime': 4},4.993525981903076,25.688384263139756
139,flowing-sweep-61,IDHPDSAC,0.5,0.0005,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,4.517305636876498,1685806867.153134,21.307500731234377,0,{'runtime': 4},5.150207042694092,25.82480636811087
140,fragrant-sweep-60,IDHPDSAC,0.001,0.1,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,19.065332701490064,1685806850.943802,6.759473666620806,0,{'runtime': 4},4.996993064880371,25.82480636811087
141,lemon-sweep-59,IDHPDSAC,0.0005,0.8,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806837.118273,-9999999993.955729,0,{'runtime': 0},1.4627859592437744,6.044273037905692
142,pretty-sweep-58,IDHPDSAC,0.7,0.7,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806826.629465,-9999999974.311617,0,{'runtime': 0},1.2627592086791992,25.688384263139756
143,robust-sweep-57,IDHPDSAC,0.05,0.1,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,3.4788616338424094,1685806814.5988228,22.209522629297343,0,{'runtime': 4},5.189263820648193,25.688384263139756
144,vital-sweep-56,IDHPDSAC,0.5,0.8,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806800.422594,-9999999974.175194,0,{'runtime': 0},1.3188250064849854,25.82480636811087
145,polished-sweep-55,IDHPDSAC,0.3,5e-05,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,5.85651568768279,1685806787.847328,0.18775735022290263,0,{'runtime': 4},5.116085052490234,6.044273037905692
146,magic-sweep-54,IDHPDSAC,0.05,5e-05,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,4.604247913796767,1685806772.226305,21.08413634934299,0,{'runtime': 5},5.582242012023926,25.688384263139756
147,sunny-sweep-53,IDHPDSAC,0.7,5e-05,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,3.450451481804494,1685806755.980989,22.374354886306374,0,{'runtime': 4},5.408221006393433,25.82480636811087
148,copper-sweep-52,IDHPDSAC,1e-05,5e-05,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,NaN,1685806739.163149,NaN,0,{'runtime': 3},3.699294090270996,25.82480636811087
149,sweet-sweep-51,IDHPDSAC,0.4,1e-05,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,8.469079219894311,1685806724.456288,-2.424806181988619,0,{'runtime': 4},4.986976146697998,6.044273037905692
150,eager-sweep-50,IDHPDSAC,0.4,5e-05,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,4.577800160566616,1685806708.570219,21.110584102573146,0,{'runtime': 4},5.1095170974731445,25.688384263139756
151,amber-sweep-49,IDHPDSAC,0.005,0.0001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,22.959074472922214,1685806692.467745,2.865731895188656,0,{'runtime': 4},5.215497016906738,25.82480636811087
152,dark-sweep-48,IDHPDSAC,0.0001,0.0005,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,34.69473776768774,1685806677.33156,-9.006353504547985,0,{'runtime': 4},5.1898369789123535,25.688384263139756
153,dazzling-sweep-47,IDHPDSAC,0.1,1e-05,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,5.670936443816711,1685806661.326018,20.15386992429416,0,{'runtime': 4},5.120025157928467,25.82480636811087
154,silver-sweep-46,IDHPDSAC,0.0001,0.005,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,118.48920058613122,1685806645.3908749,-112.44492754822552,0,{'runtime': 4},5.2068469524383545,6.044273037905692
155,apricot-sweep-45,IDHPDSAC,0.05,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,4.126795275022332,1685806629.557701,21.561588988117425,0,{'runtime': 4},5.265468120574951,25.688384263139756
156,sweet-sweep-44,IDHPDSAC,0.005,0.7,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,6.449832986017885,1685806614.629487,-0.40555994811219254,0,{'runtime': 4},5.473555088043213,6.044273037905692
157,deep-sweep-43,IDHPDSAC,1e-05,0.6,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806600.1678889,-9999999993.955729,0,{'runtime': 0},1.377018928527832,6.044273037905692
158,glorious-sweep-42,IDHPDSAC,0.9,0.005,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,23.828201123113033,1685806588.0928829,-17.78392808520734,0,{'runtime': 5},5.663216829299927,6.044273037905692
159,tough-sweep-41,IDHPDSAC,0.4,0.005,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,2.71118852839197,1685806572.088226,22.977195734747788,0,{'runtime': 5},5.650808095932007,25.688384263139756
160,glorious-sweep-40,IDHPDSAC,0.01,0.1,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,9.10321897836367,1685806556.5631769,16.58516528477609,0,{'runtime': 4},5.170170783996582,25.688384263139756
161,dainty-sweep-39,IDHPDSAC,5e-05,0.6,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806541.545442,-9999999993.955729,0,{'runtime': 0},1.3683600425720217,6.044273037905692
162,morning-sweep-38,IDHPDSAC,0.001,0.9,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806526.0292852,-9999999993.955729,0,{'runtime': 0},1.460820198059082,6.044273037905692
163,swift-sweep-37,IDHPDSAC,0.7,0.01,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,3.790389379970547,1685806514.783401,22.03441698814032,0,{'runtime': 4},5.393870115280151,25.82480636811087
164,atomic-sweep-36,IDHPDSAC,0.7,1e-05,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,9.793860766563926,1685806498.7623308,-3.7495877286582338,0,{'runtime': 4},5.34777569770813,6.044273037905692
165,jolly-sweep-35,IDHPDSAC,0.4,0.8,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806484.5036092,-9999999974.175194,0,{'runtime': 0},1.2667961120605469,25.82480636811087
166,vague-sweep-34,IDHPDSAC,0.1,0.005,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,2.6164553521711733,1685806472.69074,3.427817685734519,0,{'runtime': 4},5.40478777885437,6.044273037905692
167,still-sweep-33,IDHPDSAC,0.2,0.05,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,6.946670679092132,1685806456.8459551,18.878135689018738,0,{'runtime': 5},5.74891209602356,25.82480636811087
168,misty-sweep-32,IDHPDSAC,0.3,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,5.330208046534493,1685806441.65419,20.494598321576376,0,{'runtime': 5},5.625998020172119,25.82480636811087
169,curious-sweep-31,IDHPDSAC,0.5,0.0005,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,2.8025655826997076,1685806425.308543,22.88581868044005,0,{'runtime': 4},5.528327941894531,25.688384263139756
170,mild-sweep-30,IDHPDSAC,0.5,0.9,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806410.896111,-9999999974.175194,0,{'runtime': 0},1.314495086669922,25.82480636811087
171,upbeat-sweep-29,IDHPDSAC,0.8,0.1,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,2.92792585810413,1685806399.18194,22.760458405035628,0,{'runtime': 5},5.787253141403198,25.688384263139756
172,smooth-sweep-28,IDHPDSAC,0.3,0.01,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,4.467050576037923,1685806383.677564,21.357755792072947,0,{'runtime': 4},5.500823020935059,25.82480636811087
173,fragrant-sweep-27,IDHPDSAC,0.0001,0.3,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806368.486236,-9999999974.311617,0,{'runtime': 1},1.57771897315979,25.688384263139756
174,ethereal-sweep-26,IDHPDSAC,0.5,0.0005,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,5.8811070253794115,1685806356.345213,0.16316601252628082,0,{'runtime': 4},5.4791419506073,6.044273037905692
175,visionary-sweep-25,IDHPDSAC,5e-05,0.005,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,116.6559242308898,1685806341.2247932,-90.83111786277892,0,{'runtime': 4},5.363441228866577,25.82480636811087
176,easy-sweep-24,IDHPDSAC,0.01,0.8,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,6.364879509115403,1685806325.2399628,19.323504754024352,0,{'runtime': 4},5.395329713821411,25.688384263139756
177,ruby-sweep-23,IDHPDSAC,0.0001,0.0005,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,34.76781432594384,1685806309.483487,-9.079430062804082,0,{'runtime': 5},5.682446002960205,25.688384263139756
178,bright-sweep-22,IDHPDSAC,5e-05,0.6,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806294.948095,-9999999974.311617,0,{'runtime': 1},1.567880153656006,25.688384263139756
179,misunderstood-sweep-21,IDHPDSAC,0.8,0.5,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,4.6011694369761855,1685806282.958845,21.08721482616357,0,{'runtime': 5},5.609375953674316,25.688384263139756
180,fearless-sweep-20,IDHPDSAC,0.8,5e-05,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,10.819952980821537,1685806266.873307,-4.775679942915844,0,{'runtime': 4},5.504151105880737,6.044273037905692
181,vivid-sweep-19,IDHPDSAC,0.005,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,20.302229052613672,1685806250.7961211,5.522577315497198,0,{'runtime': 4},5.426882028579712,25.82480636811087
182,sandy-sweep-18,IDHPDSAC,0.9,0.0005,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,20.07920464714017,1685806236.101612,5.745601720970701,0,{'runtime': 5},5.6715171337127686,25.82480636811087
183,zany-sweep-17,IDHPDSAC,0.05,0.2,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,5.307332674347117,1685806219.9732218,20.517473693763755,0,{'runtime': 5},5.6048548221588135,25.82480636811087
184,scarlet-sweep-16,IDHPDSAC,0.9,1e-05,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,6.027335792128285,1685806203.766102,0.01693724577740774,0,{'runtime': 4},5.398658037185669,6.044273037905692
185,misty-sweep-15,IDHPDSAC,0.9,0.5,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806190.257271,-9999999993.955729,0,{'runtime': 0},1.3867340087890625,6.044273037905692
186,cool-sweep-14,IDHPDSAC,1e-05,0.005,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,NaN,1685806181.658186,NaN,0,{'runtime': 3},4.0467610359191895,25.82480636811087
187,happy-sweep-13,IDHPDSAC,0.2,5e-05,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,3.1430473330688926,1685806167.4073951,22.545336930070864,0,{'runtime': 5},5.736858129501343,25.688384263139756
188,snowy-sweep-12,IDHPDSAC,0.005,0.6,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,6.942135758386931,1685806152.0834,18.882670609723935,0,{'runtime': 4},5.585753917694092,25.82480636811087
189,peach-sweep-11,IDHPDSAC,5e-05,0.5,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806137.586331,-9999999974.175194,0,{'runtime': 1},1.5178308486938477,25.82480636811087
190,worthy-sweep-10,IDHPDSAC,0.005,0.5,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,8.235898773502818,1685806125.833916,17.45248548963694,0,{'runtime': 5},5.9678308963775635,25.688384263139756
191,dainty-sweep-9,IDHPDSAC,0.2,0.4,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806110.974215,-9999999974.311617,0,{'runtime': 1},1.5807669162750244,25.688384263139756
192,earthy-sweep-8,IDHPDSAC,0.7,0.7,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806100.512705,-9999999974.311617,0,{'runtime': 0},1.4118080139160156,25.688384263139756
193,stellar-sweep-7,IDHPDSAC,0.001,0.2,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,19.133048997456783,1685806088.263891,6.691757370654088,0,{'runtime': 4},5.220882892608643,25.82480636811087
194,brisk-sweep-6,IDHPDSAC,0.4,0.1,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,3.443747260598274,1685806072.431966,22.24463700254148,0,{'runtime': 4},5.229704141616821,25.688384263139756
195,cool-sweep-5,IDHPDSAC,0.2,0.5,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806058.40859,-9999999974.175194,0,{'runtime': 0},1.3499350547790527,25.82480636811087
196,faithful-sweep-4,IDHPDSAC,0.4,0.6,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806047.2084942,-9999999993.955729,0,{'runtime': 0},1.3078150749206543,6.044273037905692
197,colorful-sweep-3,IDHPDSAC,0.7,0.9,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806037.90015,-9999999993.955729,0,{'runtime': 0},1.258815050125122,6.044273037905692
198,zesty-sweep-2,IDHPDSAC,0.9,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,5.498912423040205,1685806028.773332,20.325893945070664,0,{'runtime': 4},6.063247919082642,25.82480636811087
199,celestial-sweep-1,IDHPDSAC,0.9,0.5,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,10000000000,1685806008.6098108,-9999999974.311617,0,{'runtime': 0},1.3201608657836914,25.688384263139756
