,name,agent,lr_a_high,lr_c_high,sac_model,task_train,discount_factor,discount_factor_model,_step,_wandb,_runtime,sac_nmae,idhp_nmae,_timestamp,nmae_improvement
99,ruby-sweep-101,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.2,0.3,0,{'runtime': 4},5.340827703475952,6.044273037905692,2.9077078413280866,1685894831.1190348,3.136565196577606
100,fanciful-sweep-100,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.99,0.5,0,{'runtime': 4},5.284770965576172,25.688384263139756,4.708460988048633,1685894816.0608609,20.979923275091124
101,fine-sweep-99,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.4,0.2,0,{'runtime': 4},5.35639500617981,6.044273037905692,2.6299561074651225,1685894800.153468,3.41431693044057
102,dulcet-sweep-98,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.9,0,{'runtime': 5},6.221995115280151,25.688384263139756,10.926391248497886,1685894784.251589,14.76199301464187
103,azure-sweep-97,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.7,0.5,0,{'runtime': 4},5.237622976303101,25.688384263139756,4.031344674029901,1685894761.593601,21.657039589109857
104,olive-sweep-96,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.99,0.6,0,{'runtime': 4},5.433364152908325,25.688384263139756,3.455235561000761,1685894740.714436,22.233148702139
105,woven-sweep-95,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.7,0.99,0,{'runtime': 4},5.113792896270752,25.82480636811087,199.15612701792813,1685894719.5226429,-173.33132064981726
106,swept-sweep-94,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.5,0.3,0,{'runtime': 4},5.268742084503174,25.688384263139756,4.012411501029605,1685894698.664242,21.675972762110153
107,dry-sweep-93,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.99,0.8,0,{'runtime': 4},5.270418882369995,25.688384263139756,4.94122079418888,1685894677.676842,20.747163468950877
108,rosy-sweep-92,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.3,0.4,0,{'runtime': 4},5.3416948318481445,6.044273037905692,3.0302505124259067,1685894656.7666078,3.0140225254797857
109,laced-sweep-91,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.1,0.7,0,{'runtime': 4},5.250949859619141,25.82480636811087,2.6054391663614025,1685894635.679287,23.219367201749467
110,exalted-sweep-90,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.1,0.9,0,{'runtime': 4},5.339715003967285,25.82480636811087,12.159041805160248,1685894614.509419,13.665764562950622
111,warm-sweep-89,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.9,0.3,0,{'runtime': 4},5.245177984237671,25.82480636811087,4.204102968449509,1685894599.482794,21.62070339966136
112,helpful-sweep-88,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.99,0.9,0,{'runtime': 4},5.396354913711548,6.044273037905692,7.467825949926338,1685894583.60104,-1.4235529120206456
113,light-sweep-87,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.9,0.1,0,{'runtime': 1},2.006795883178711,25.82480636811087,10000000000,1685894568.964213,-9999999974.175194
114,true-sweep-86,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.5,0.7,0,{'runtime': 4},5.2749621868133545,6.044273037905692,4.871817609133277,1685894557.275695,1.1724554287724152
115,fresh-sweep-85,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.5,0.2,0,{'runtime': 4},5.367492198944092,25.688384263139756,3.075349542408319,1685894541.23708,22.61303472073144
116,lemon-sweep-84,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.99,0.2,0,{'runtime': 4},5.083843946456909,25.688384263139756,3.686111569816586,1685894524.721777,22.00227269332317
117,proud-sweep-83,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.7,0,{'runtime': 4},5.419695138931274,25.82480636811087,2.7628394605194515,1685894510.042591,23.06196690759142
118,bumbling-sweep-82,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.5,0.8,0,{'runtime': 4},5.475482225418091,6.044273037905692,3.28118543099866,1685894494.064942,2.7630876069070323
119,silver-sweep-81,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.3,0.6,0,{'runtime': 4},5.488595008850098,6.044273037905692,2.7549986254860364,1685894477.841276,3.289274412419656
120,lilac-sweep-80,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.2,0.5,0,{'runtime': 4},5.457896947860718,25.82480636811087,3.2900272307071687,1685894462.735033,22.534779137403703
121,fanciful-sweep-79,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.99,0,{'runtime': 4},5.502691984176636,25.688384263139756,133.01202454172676,1685894446.620497,-107.323640278587
122,fast-sweep-78,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.3,0.5,0,{'runtime': 5},5.578055143356323,25.82480636811087,3.5039665633458887,1685894430.556791,22.320839804764983
123,crisp-sweep-77,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.99,0.1,0,{'runtime': 1},2.174078941345215,6.044273037905692,10000000000,1685894416.010474,-9999999993.955729
124,dark-sweep-76,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.2,0.6,0,{'runtime': 4},5.418316841125488,25.688384263139756,3.2319022460604527,1685894398.2703638,22.456482017079303
125,jolly-sweep-75,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.3,0.99,0,{'runtime': 4},5.0963780879974365,25.688384263139756,NaN,1685894378.705426,NaN
126,celestial-sweep-74,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.8,0.3,0,{'runtime': 4},5.542962074279785,25.688384263139756,3.6582377535517594,1685894362.801857,22.030146509587997
127,zesty-sweep-73,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.99,0,{'runtime': 3},4.224345922470093,6.044273037905692,NaN,1685894350.48771,NaN
128,morning-sweep-72,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.99,0.99,0,{'runtime': 3},4.449948072433472,25.82480636811087,NaN,1685894340.526283,NaN
129,dazzling-sweep-71,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.2,0.4,0,{'runtime': 5},5.609512805938721,25.82480636811087,2.8291958786165305,1685894325.709483,22.99561048949434
130,trim-sweep-70,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.4,0.7,0,{'runtime': 4},5.389158010482788,6.044273037905692,3.209757458542919,1685894309.385803,2.8345155793627734
131,fallen-sweep-69,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.8,0.7,0,{'runtime': 4},5.309528827667236,25.82480636811087,2.829115997451183,1685894294.200939,22.995690370659688
132,mild-sweep-68,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.8,0.4,0,{'runtime': 4},5.420267105102539,25.82480636811087,3.3122497205807546,1685894278.3021162,22.512556647530115
133,devout-sweep-67,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.1,0.1,0,{'runtime': 1},2.052824020385742,6.044273037905692,10000000000,1685894264.251719,-9999999993.955729
134,super-sweep-66,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.3,0.99,0,{'runtime': 3},4.021929025650024,6.044273037905692,NaN,1685894251.133325,NaN
135,kind-sweep-65,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.2,0.7,0,{'runtime': 4},5.260046005249023,25.82480636811087,2.6613387627402174,1685894236.168111,23.163467605370652
136,deft-sweep-64,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.5,0,{'runtime': 4},5.2426369190216064,6.044273037905692,3.673143139587489,1685894220.104171,2.371129898318203
137,breezy-sweep-63,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.2,0.2,0,{'runtime': 4},5.289607048034668,25.688384263139756,3.1485122469585147,1685894204.057348,22.53987201618124
138,young-sweep-62,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.1,0.9,0,{'runtime': 4},5.474252939224243,6.044273037905692,8.697873009538736,1685894188.1142678,-2.653599971633043
139,fast-sweep-61,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.3,0.99,0,{'runtime': 4},5.516207695007324,25.82480636811087,234.81689077209356,1685894173.2435358,-208.9920844039827
140,lemon-sweep-60,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.7,0.9,0,{'runtime': 4},5.291276931762695,25.688384263139756,9.358825729706393,1685894157.020654,16.329558533433364
141,jumping-sweep-59,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.3,0.99,0,{'runtime': 4},5.341456174850464,6.044273037905692,136.9921083008172,1685894141.1282802,-130.9478352629115
142,worldly-sweep-58,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.3,0.99,0,{'runtime': 4},5.234180927276611,25.688384263139756,160.14954211164206,1685894124.986551,-134.4611578485023
143,vital-sweep-57,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.99,0.1,0,{'runtime': 1},1.862967014312744,25.82480636811087,10000000000,1685894110.952758,-9999999974.175194
144,youthful-sweep-56,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.3,0.1,0,{'runtime': 1},1.9830052852630615,6.044273037905692,10000000000,1685894100.8350022,-9999999993.955729
145,prime-sweep-55,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.7,0.1,0,{'runtime': 1},2.072622060775757,25.82480636811087,10000000000,1685894089.679208,-9999999974.175194
146,dashing-sweep-54,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.9,0.1,0,{'runtime': 1},1.9275617599487305,6.044273037905692,10000000000,1685894079.362502,-9999999993.955729
147,stoic-sweep-53,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.9,0.3,0,{'runtime': 4},5.542220115661621,6.044273037905692,3.13740808588052,1685894066.920809,2.9068649520251726
148,golden-sweep-52,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.5,0.3,0,{'runtime': 4},5.383486986160278,25.82480636811087,4.043512932526432,1685894050.800651,21.78129343558444
149,stellar-sweep-51,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.1,0.5,0,{'runtime': 4},5.508202075958252,25.82480636811087,3.329642589277653,1685894035.956939,22.495163778833216
150,eager-sweep-50,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.9,0.9,0,{'runtime': 4},5.260271072387695,6.044273037905692,10.89455867889297,1685894019.522058,-4.850285640987278
151,vibrant-sweep-49,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.4,0.5,0,{'runtime': 4},5.370264053344727,25.688384263139756,3.771971593195109,1685894003.67394,21.91641266994465
152,hearty-sweep-48,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.99,0.8,0,{'runtime': 4},5.4863879680633545,25.82480636811087,4.521099803968705,1685893987.588508,21.303706564142164
153,cool-sweep-47,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.2,0.99,0,{'runtime': 4},5.372364044189453,25.688384263139756,91.14992690644202,1685893972.478369,-65.46154264330227
154,helpful-sweep-46,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.1,0.7,0,{'runtime': 4},5.396353006362915,25.82480636811087,2.5993950546944875,1685893956.561308,23.225411313416384
155,gallant-sweep-45,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.7,0.9,0,{'runtime': 4},5.382337808609009,6.044273037905692,7.765352221342653,1685893940.604061,-1.7210791834369603
156,earnest-sweep-44,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.2,0.2,0,{'runtime': 4},5.438022136688232,25.688384263139756,3.5235780210864163,1685893924.672485,22.16480624205334
157,faithful-sweep-43,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.8,0.7,0,{'runtime': 4},5.4566779136657715,25.82480636811087,2.987624589254152,1685893909.587498,22.837181778856717
158,super-sweep-42,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.8,0.6,0,{'runtime': 4},5.328823089599609,6.044273037905692,3.176698228198977,1685893893.5219111,2.8675748097067153
159,balmy-sweep-41,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.8,0.5,0,{'runtime': 4},5.276872158050537,6.044273037905692,3.6113093956978504,1685893877.522916,2.432963642207842
160,light-sweep-40,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.8,0.4,0,{'runtime': 4},5.416169166564941,25.82480636811087,2.8585205710520345,1685893861.737337,22.96628579705884
161,fresh-sweep-39,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.5,0.4,0,{'runtime': 4},5.278947114944458,25.688384263139756,4.488368864670682,1685893845.4744132,21.200015398469073
162,spring-sweep-38,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.1,0.8,0,{'runtime': 4},5.466922283172607,25.688384263139756,5.195586749278059,1685893830.7011242,20.492797513861696
163,atomic-sweep-37,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.1,0.3,0,{'runtime': 4},5.375457048416138,6.044273037905692,2.7458690558835843,1685893814.705585,3.298403982022108
164,spring-sweep-36,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.8,0.3,0,{'runtime': 4},5.356019973754883,25.82480636811087,4.6330110128792645,1685893798.758143,21.191795355231605
165,peachy-sweep-35,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.1,0.6,0,{'runtime': 4},5.166889190673828,25.82480636811087,4.707577848085521,1685893782.663088,21.11722852002535
166,northern-sweep-34,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.2,0.7,0,{'runtime': 4},5.347393274307251,25.688384263139756,4.109468361878614,1685893766.8826082,21.57891590126114
167,charmed-sweep-33,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.5,0.2,0,{'runtime': 4},5.4742751121521,25.82480636811087,3.3430008258350385,1685893751.757749,22.481805542275833
168,wandering-sweep-32,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.4,0.6,0,{'runtime': 4},5.47590708732605,6.044273037905692,2.699961559695862,1685893735.860058,3.34431147820983
169,hardy-sweep-31,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.5,0.2,0,{'runtime': 4},6.798909902572632,25.82480636811087,3.11592418310529,1685893721.834664,22.70888218500558
170,worldly-sweep-30,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.4,0.99,0,{'runtime': 4},5.219861030578613,6.044273037905692,216.82306119048457,1685893696.818559,-210.77878815257887
171,scarlet-sweep-29,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.9,0.7,0,{'runtime': 4},5.226667881011963,25.82480636811087,2.8296013621845018,1685893680.897003,22.99520500592637
172,elated-sweep-28,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.8,0.4,0,{'runtime': 4},5.192063093185425,25.82480636811087,2.938049808440996,1685893664.7716951,22.886756559669873
173,generous-sweep-27,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.3,0.99,0,{'runtime': 4},5.522740125656128,25.82480636811087,325.99968855431314,1685893649.005964,-300.17488218620224
174,chocolate-sweep-26,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.1,0,{'runtime': 1},1.833240985870361,6.044273037905692,10000000000,1685893634.901016,-9999999993.955729
175,fearless-sweep-25,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.3,0.3,0,{'runtime': 4},5.385621070861816,6.044273037905692,2.9864201924771616,1685893622.447937,3.0578528454285308
176,pretty-sweep-24,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.2,0.6,0,{'runtime': 5},5.634012937545776,6.044273037905692,2.6469804546872258,1685893606.742195,3.3972925832184666
177,restful-sweep-23,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.7,0.8,0,{'runtime': 5},5.6406331062316895,25.82480636811087,5.531513900079798,1685893591.882972,20.293292468031073
178,eternal-sweep-22,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.8,0.1,0,{'runtime': 1},2.3926548957824707,25.688384263139756,10000000000,1685893577.546175,-9999999974.311617
179,celestial-sweep-21,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.2,0.2,0,{'runtime': 4},5.401189804077148,6.044273037905692,3.301706288558808,1685893564.471197,2.742566749346884
180,rural-sweep-20,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.8,0.4,0,{'runtime': 4},5.835374116897583,25.688384263139756,4.557084262591901,1685893549.673196,21.131300000547856
181,youthful-sweep-19,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.99,0.99,0,{'runtime': 5},5.618632078170776,25.688384263139756,59.24298887647731,1685893533.143394,-33.55460461333756
182,summer-sweep-18,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.5,0.4,0,{'runtime': 4},5.386053800582886,6.044273037905692,4.110217658086771,1685893518.0406668,1.934055379818921
183,denim-sweep-17,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.8,0.2,0,{'runtime': 5},5.568830966949463,25.82480636811087,3.112118449193899,1685893502.368796,22.71268791891697
184,absurd-sweep-16,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.99,0.2,0,{'runtime': 4},5.410427093505859,25.688384263139756,3.415007581923938,1685893486.35815,22.27337668121582
185,elated-sweep-15,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.2,0,{'runtime': 4},5.464032888412476,25.688384263139756,3.810802570951752,1685893466.384415,21.877581692188
186,magic-sweep-14,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.3,0.3,0,{'runtime': 4},5.4450531005859375,6.044273037905692,2.9819582025620397,1685893450.455728,3.0623148353436527
187,swept-sweep-13,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.8,0.8,0,{'runtime': 4},5.5155909061431885,25.82480636811087,6.001373020447235,1685893434.606706,19.82343334766363
188,jumping-sweep-12,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.4,0.9,0,{'runtime': 4},5.457420110702515,25.688384263139756,9.740329874323894,1685893418.589185,15.948054388815862
189,pious-sweep-11,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.5,0.8,0,{'runtime': 4},5.366580963134766,6.044273037905692,3.026142974832754,1685893402.651763,3.0181300630729377
190,cosmic-sweep-10,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 4},5.414057970046997,25.82480636811087,5.325794875397642,1685893386.935853,20.49901149271323
191,morning-sweep-9,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.2,0.6,0,{'runtime': 4},5.686760187149048,25.688384263139756,2.9280975663972875,1685893371.0957482,22.76028669674247
192,denim-sweep-8,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.3,0.1,0,{'runtime': 1},2.285067081451416,25.688384263139756,10000000000,1685893357.448622,-9999999974.311617
193,brisk-sweep-7,IDHPDSAC,0.1,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.7,0.9,0,{'runtime': 4},5.1400580406188965,25.82480636811087,9.087208546515162,1685893344.310901,16.737597821595706
194,misunderstood-sweep-6,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.3,0.99,0,{'runtime': 3},4.251989841461182,25.688384263139756,NaN,1685893332.388522,NaN
195,amber-sweep-5,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.3,0.9,0,{'runtime': 4},5.374686241149902,25.688384263139756,8.42012044948123,1685893318.4855711,17.26826381365853
196,comic-sweep-4,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.9,0.3,0,{'runtime': 4},5.553807973861694,6.044273037905692,2.946951145066746,1685893302.713429,3.0973218928389463
197,absurd-sweep-3,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.9,0.4,0,{'runtime': 4},5.530994176864624,6.044273037905692,2.947457113030248,1685893286.69129,3.0968159248754445
198,sleek-sweep-2,IDHPDSAC,0.1,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.9,0.3,0,{'runtime': 5},5.784805774688721,25.688384263139756,3.8648994544858,1685893271.9542558,21.823484808653955
199,flowing-sweep-1,IDHPDSAC,0.1,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.2,0.1,0,{'runtime': 1},2.016881942749023,6.044273037905692,10000000000,1685893256.683923,-9999999993.955729
